Transaction_ID,Date,Region,Category,Units_Sold,Unit_Price,Revenue,Cost,Profit
TRX-11241,2025-03-29,North America,Smartphone,2,824.96,1649.92,971.57,678.35
TRX-11242,2025-03-19,Asia Pacific,Accessories,7,49.1,343.68,136.58,207.1
TRX-11243,2025-10-15,Asia Pacific,Accessories,2,48.32,96.64,39.19,57.45
TRX-11244,2025-04-30,Latin America,Monitor,3,298.08,894.23,616.11,278.11
TRX-11245,2026-05-06,North America,Smartphone,8,796.18,6369.46,3971.04,2398.41
TRX-11246,2026-03-28,Latin America,Accessories,7,47.58,333.06,144.47,188.59
TRX-11247,2026-05-15,North America,Smartphone,12,769.36,9232.36,6170.91,3061.45
TRX-11248,2025-06-14,Asia Pacific,Accessories,11,48.42,532.67,229.45,303.22
TRX-11249,2025-07-01,Europe,Laptop,11,1153.63,12689.94,9025.81,3664.12
TRX-11250,2026-04-14,North America,Tablet,14,393.66,5511.25,3343.17,2168.09
TRX-11251,2025-01-07,Asia Pacific,Laptop,11,1255.75,13813.3,9096.81,4716.49
TRX-11252,2025-11-26,Asia Pacific,Accessories,9,50.05,450.42,187.89,262.53
TRX-11253,2026-11-04,North America,Tablet,12,405.1,4861.23,3148.11,1713.12
TRX-11254,2025-05-31,Latin America,Tablet,4,394.26,1577.02,962.53,614.5
TRX-11255,2025-03-26,North America,Accessories,7,49.12,343.82,141.59,202.24
TRX-11256,2025-05-27,Asia Pacific,Accessories,1,47.62,47.62,19.4,28.22
TRX-11257,2026-09-16,North America,Smartphone,11,800.03,8800.29,5369.38,3430.91
TRX-11258,2026-01-16,Europe,Accessories,11,49.92,549.1,225.4,323.7
TRX-11259,2026-07-02,Latin America,Monitor,2,289.73,579.47,419.11,160.36
TRX-11260,2025-10-12,North America,Accessories,7,51.32,359.25,141.33,217.92
TRX-11261,2026-12-01,Asia Pacific,Monitor,2,299.78,599.56,414.02,185.54
TRX-11262,2025-03-23,Asia Pacific,Accessories,6,49.19,295.17,114.11,181.06
TRX-11263,2026-05-29,Latin America,Smartphone,13,771.75,10032.79,6198.81,3833.97
TRX-11264,2026-12-10,North America,Monitor,10,301.56,3015.65,2019.34,996.3
TRX-11265,2026-06-07,Asia Pacific,Laptop,12,1230.34,14764.06,9493.42,5270.63
TRX-11266,2026-01-21,Latin America,Monitor,9,293.46,2641.14,1870.16,770.98
TRX-11267,2026-12-08,Europe,Smartphone,11,777.5,8552.54,5391.09,3161.45
TRX-11268,2026-04-16,Latin America,Monitor,5,300.66,1503.29,993.21,510.09
TRX-11269,2025-04-29,North America,Accessories,10,48.28,482.77,200.56,282.21
TRX-11270,2026-01-31,North America,Accessories,7,50.83,355.83,136.82,219.01
TRX-11271,2026-06-16,Asia Pacific,Smartphone,13,808.43,10509.56,6765.52,3744.04
TRX-11272,2025-09-18,Europe,Tablet,1,383.48,383.48,249.11,134.37
TRX-11273,2025-09-13,North America,Accessories,8,47.68,381.46,158.79,222.67
TRX-11274,2025-08-14,Asia Pacific,Laptop,9,1214.43,10929.91,7451.82,3478.09
TRX-11275,2025-02-22,Latin America,Smartphone,13,783.54,10186.07,6377.79,3808.28
TRX-11276,2026-05-15,Latin America,Monitor,5,287.59,1437.97,1031.75,406.22
TRX-11277,2026-05-21,North America,Monitor,6,307.78,1846.7,1154.67,692.02
TRX-11278,2025-12-30,Europe,Laptop,13,1177.69,15309.91,10070.1,5239.81
TRX-11279,2025-10-07,Asia Pacific,Accessories,11,49.8,547.78,229.92,317.86
TRX-11280,2026-08-16,North America,Smartphone,8,778.95,6231.56,4136.98,2094.58
TRX-11281,2026-12-15,Asia Pacific,Laptop,4,1215.28,4861.11,3164.13,1696.98
TRX-11282,2025-06-07,Latin America,Accessories,2,49.01,98.01,40.55,57.46
TRX-11283,2026-09-24,Asia Pacific,Smartphone,10,837.44,8374.42,5221.49,3152.93
TRX-11284,2025-02-28,Latin America,Monitor,8,306.09,2448.71,1553.9,894.81
TRX-11285,2026-12-28,Europe,Smartphone,2,770.94,1541.88,955.9,585.97
TRX-11286,2025-05-08,Europe,Tablet,5,396.67,1983.34,1254.68,728.66
TRX-11287,2026-12-22,Latin America,Smartphone,13,790.83,10280.84,6267.69,4013.15
TRX-11288,2025-04-25,North America,Tablet,6,401.37,2408.22,1453.1,955.12
TRX-11289,2025-07-28,,Smartphone,5,827.35,4136.77,2597.88,1538.89
TRX-11290,2026-06-10,Asia Pacific,Tablet,6,403.34,2420.02,1426.11,993.91
TRX-11291,2026-06-05,Asia Pacific,Monitor,6,286.85,1721.08,1238.02,483.06
TRX-11292,2026-07-06,Asia Pacific,Accessories,3,50.78,152.33,60.1,92.23
TRX-11293,2025-08-25,North America,Tablet,11,380.33,4183.64,2766.31,1417.33
TRX-11294,2025-10-08,Europe,Tablet,11,411.2,4523.18,2797.24,1725.95
TRX-11295,2025-12-25,Europe,Monitor,3,305.0,915.0,595.89,319.11
TRX-11296,2025-07-20,Asia Pacific,Tablet,9,392.35,3531.16,2163.51,1367.65
TRX-11297,2025-10-05,North America,Laptop,3,1175.09,3525.28,2304.68,1220.6
TRX-11298,2025-08-23,Asia Pacific,Monitor,3,308.95,926.84,615.26,311.58
TRX-11299,2026-05-09,Europe,Laptop,11,1234.0,13574.0,8554.51,5019.49
TRX-11300,2025-01-04,Latin America,Monitor,14,295.57,4137.97,2667.87,1470.1
TRX-11301,2026-10-28,Asia Pacific,Tablet,2,391.96,783.92,523.98,259.94
TRX-11302,2026-03-18,Asia Pacific,Laptop,7,1207.18,8450.25,5869.02,2581.23
TRX-11303,2025-01-29,Asia Pacific,Tablet,10,380.33,3803.35,2469.54,1333.81
TRX-11304,2025-04-19,Europe,Monitor,10,287.48,2874.8,1905.1,969.7
TRX-11305,2026-09-02,North America,Tablet,4,385.05,1540.19,1022.73,517.46
TRX-11306,2026-12-28,Latin America,Laptop,1,1162.25,1162.25,826.48,335.77
TRX-11307,2025-03-16,Latin America,Laptop,6,1201.44,7208.65,4620.01,2588.65
TRX-11308,2025-05-26,Latin America,Tablet,5,419.69,2098.45,1204.43,894.02
TRX-11309,2025-05-08,Asia Pacific,Smartphone,14,812.21,11370.93,7225.56,4145.37
TRX-11310,2025-02-11,Europe,Monitor,11,286.84,3155.23,2292.82,862.41
TRX-11311,2025-12-22,Latin America,Monitor,2,300.77,601.53,411.63,189.9
TRX-11312,2025-02-10,Asia Pacific,Tablet,6,399.87,2399.19,1455.11,944.08
TRX-11313,2025-02-03,North America,Smartphone,1,771.53,771.53,495.58,275.96
TRX-11314,2025-01-17,Asia Pacific,Laptop,3,1250.43,3751.3,2424.2,1327.1
TRX-11315,2026-11-08,Latin America,Accessories,4,49.7,198.82,77.28,121.53
TRX-11316,2025-06-02,Latin America,Accessories,13,52.47,682.15,252.48,429.67
TRX-11317,2026-01-13,North America,Tablet,3,396.8,1190.41,733.72,456.69
TRX-11318,2026-08-11,Europe,Smartphone,13,808.64,10512.28,6506.18,4006.09
TRX-11319,2026-08-22,North America,Smartphone,6,768.38,4610.29,3003.24,1607.04
TRX-11320,2026-09-21,North America,Monitor,11,298.63,3284.9,2269.14,1015.75
TRX-11321,2025-12-08,Latin America,Laptop,4,1168.65,4674.61,3280.96,1393.64
TRX-11322,2025-01-27,Latin America,Smartphone,14,826.85,11575.83,7289.61,4286.22
TRX-11323,2025-10-14,Europe,Accessories,1,51.42,51.42,20.67,30.75
TRX-11324,2026-10-08,Latin America,Laptop,5,1238.9,6194.51,3901.55,2292.96
TRX-11325,2025-06-17,North America,Laptop,5,1226.83,6134.17,3932.52,2201.65
TRX-11326,2026-09-02,North America,Tablet,9,413.31,3719.77,2250.1,1469.67
TRX-11327,2025-09-25,Europe,Smartphone,8,776.07,6208.53,3805.71,2402.82
TRX-11328,2026-03-31,Latin America,Tablet,8,398.08,3184.65,2080.78,1103.87
TRX-11329,2026-11-16,Latin America,Smartphone,5,815.35,4076.74,2386.09,1690.65
TRX-11330,2026-02-05,North America,Monitor,8,304.12,2432.97,1571.59,861.38
TRX-11331,2026-04-21,North America,Tablet,14,408.65,5721.16,3524.21,2196.95
TRX-11332,2026-12-03,Latin America,Tablet,10,388.97,3889.7,2504.46,1385.24
TRX-11333,2026-09-26,Asia Pacific,Accessories,7,47.99,335.95,142.16,193.78
TRX-11334,2026-07-12,North America,Tablet,1,416.67,416.67,250.69,165.98
TRX-11335,2026-07-30,North America,Smartphone,12,804.81,9657.77,5837.4,3820.36
TRX-11336,2025-05-10,North America,Accessories,7,48.27,337.88,135.82,202.07
TRX-11337,2025-12-29,Europe,Tablet,11,411.74,4529.11,2861.99,1667.12
TRX-11338,2026-12-06,Latin America,Tablet,8,416.6,3332.78,1952.79,1379.98
TRX-11339,2026-11-24,Latin America,Monitor,3,290.09,870.26,586.86,283.4
TRX-11340,2025-10-19,Latin America,Tablet,9,412.7,3714.27,2230.41,1483.85
TRX-11341,2026-01-06,North America,Laptop,8,1251.99,10015.9,6169.24,3846.66
TRX-11342,2025-01-29,Latin America,Accessories,2,52.19,104.38,40.03,64.35
TRX-11343,2025-05-29,Latin America,Laptop,6,1249.7,7498.19,4879.22,2618.98
TRX-11344,2025-10-23,Latin America,Accessories,4,50.23,200.93,82.29,118.64
TRX-11345,2025-01-11,Europe,Monitor,3,295.69,887.06,612.69,274.37
TRX-11346,2026-05-27,Europe,Tablet,11,380.29,4183.2,2653.1,1530.1
TRX-11347,2026-11-07,North America,Tablet,6,382.44,2294.62,1493.41,801.21
TRX-11348,2025-04-23,Latin America,Tablet,10,397.15,3971.54,2384.65,1586.89
TRX-11349,2025-07-06,North America,Accessories,13,49.5,643.46,247.46,395.99
TRX-11350,2025-08-15,North America,Tablet,9,387.39,3486.5,2236.53,1249.97
TRX-11351,2025-11-06,North America,Laptop,2,1187.46,2374.92,1560.47,814.44
TRX-11352,2025-04-08,North America,Tablet,10,386.99,3869.86,2545.84,1324.02
TRX-11353,2025-02-24,North America,Monitor,10,310.46,3104.64,2044.85,1059.79
TRX-11354,2026-09-15,North America,Laptop,10,1175.78,11757.83,8316.32,3441.51
TRX-11355,2026-10-26,Europe,Tablet,5,403.94,2019.71,1282.59,737.13
TRX-11356,2026-02-10,Asia Pacific,Tablet,6,400.11,2400.68,1432.24,968.45
TRX-11357,2025-03-10,Europe,Smartphone,4,764.15,3056.6,1974.32,1082.28
TRX-11358,2025-11-08,North America,Accessories,7,52.21,365.48,136.82,228.66
TRX-11359,2025-10-16,Asia Pacific,Laptop,2,1203.27,2406.53,1581.78,824.75
TRX-11360,2026-07-02,Asia Pacific,Smartphone,7,786.0,5502.03,3381.03,2121.01
TRX-11361,2025-05-28,Latin America,Monitor,2,289.74,579.49,383.91,195.58
TRX-11362,2026-04-12,North America,Accessories,1,49.19,49.19,20.04,29.15
TRX-11363,2025-09-01,North America,Laptop,11,1142.46,12567.08,8993.94,3573.14
TRX-11364,2026-05-06,Europe,Tablet,5,394.54,1972.71,1275.24,697.47
TRX-11365,2026-05-22,Asia Pacific,Laptop,2,1203.78,2407.56,1592.15,815.41
TRX-11366,2025-12-31,Asia Pacific,Tablet,8,414.87,3319.0,2004.46,1314.54
TRX-11367,2026-04-27,North America,Accessories,12,50.94,611.24,240.39,370.85
TRX-11368,2025-07-20,Latin America,Tablet,12,384.46,4613.56,3057.47,1556.09
TRX-11369,2025-06-03,North America,Monitor,12,289.43,3473.19,2291.5,1181.69
TRX-11370,2026-03-26,,Tablet,8,397.12,3177.0,2041.98,1135.02
TRX-11371,2026-05-16,Latin America,Monitor,1,290.87,290.87,201.64,89.23
TRX-11372,2025-03-14,Latin America,Accessories,4,47.64,190.56,77.58,112.97
TRX-11373,2026-12-14,Asia Pacific,Accessories,14,51.53,721.35,267.37,453.98
TRX-11374,2025-10-23,North America,Laptop,9,1142.34,10281.08,6918.14,3362.94
TRX-11375,2025-01-17,North America,Monitor,5,309.92,1549.6,1002.47,547.13
TRX-11376,2026-10-03,North America,Monitor,12,289.32,3471.88,2462.02,1009.86
TRX-11377,2025-08-05,Europe,Smartphone,11,837.97,9217.72,5409.06,3808.66
TRX-11378,2025-03-02,Europe,Smartphone,10,808.31,8083.1,4939.56,3143.54
TRX-11379,2026-09-08,Latin America,Smartphone,13,818.8,10644.38,6782.2,3862.19
TRX-11380,2025-02-11,North America,Tablet,6,384.42,2306.52,1456.95,849.56
TRX-11381,2025-01-25,Europe,Smartphone,3,828.97,2486.9,1440.56,1046.34
TRX-11382,2025-02-08,Latin America,Monitor,5,310.18,1550.88,984.34,566.54
TRX-11383,2025-05-11,Asia Pacific,Tablet,14,406.12,5685.68,3586.07,2099.6
TRX-11384,2026-05-13,Asia Pacific,Accessories,12,50.01,600.14,243.03,357.11
TRX-11385,2025-08-17,North America,Laptop,13,1226.58,15945.52,10312.43,5633.1
TRX-11386,2025-04-18,Asia Pacific,Smartphone,13,760.47,9886.17,6802.09,3084.08
TRX-11387,2025-06-21,Asia Pacific,Accessories,13,50.46,656.01,266.11,389.9
TRX-11388,2026-03-11,Asia Pacific,Monitor,1,310.42,310.42,191.24,119.18
TRX-11389,2026-04-23,Latin America,Laptop,8,1182.83,9462.62,6556.56,2906.06
TRX-11390,2025-04-12,Asia Pacific,Accessories,11,48.04,528.46,209.53,318.93
TRX-11391,2026-06-08,Asia Pacific,Laptop,6,1190.51,7143.03,4872.16,2270.88
TRX-11392,2025-10-02,Latin America,Smartphone,12,818.17,9818.02,5826.29,3991.73
TRX-11393,2026-09-05,Europe,Monitor,2,288.22,576.44,407.86,168.58
TRX-11394,2025-02-13,Latin America,Laptop,4,1164.73,4658.9,3139.13,1519.77
TRX-11395,2025-01-17,Europe,Accessories,4,48.24,192.95,82.98,109.97
TRX-11396,2025-11-26,Latin America,Smartphone,9,823.76,7413.8,4426.61,2987.19
TRX-11397,2026-07-23,North America,Smartphone,9,765.03,6885.28,4553.86,2331.42
TRX-11398,2026-05-12,Asia Pacific,Accessories,5,50.93,254.66,97.86,156.81
TRX-11399,2025-01-12,Europe,Accessories,12,49.33,591.99,250.01,341.97
TRX-11400,2025-11-14,Latin America,Laptop,3,1230.69,3692.08,2467.44,1224.65
TRX-11401,2026-08-15,Europe,Tablet,1,418.58,418.58,243.58,174.99
TRX-11402,2025-08-04,Europe,Smartphone,6,769.16,4614.98,3134.64,1480.34
TRX-11403,2025-12-05,Asia Pacific,Laptop,8,1177.73,9421.81,6308.58,3113.23
TRX-11404,2026-10-23,Europe,Accessories,1,51.55,51.55,20.3,31.25
TRX-11405,2025-03-22,Latin America,Laptop,11,1171.94,12891.33,9013.71,3877.62
TRX-11406,2026-12-28,North America,Accessories,1,48.58,48.58,19.05,29.53
TRX-11407,2026-04-30,North America,Monitor,11,309.76,3407.37,2300.97,1106.4
TRX-11408,2026-01-09,Asia Pacific,Accessories,7,52.44,367.05,137.82,229.23
TRX-11409,2026-12-11,Latin America,Accessories,7,50.28,351.99,135.66,216.33
TRX-11410,2025-07-19,Latin America,Accessories,2,48.89,97.78,41.4,56.38
TRX-11411,2026-06-21,North America,Tablet,3,395.94,1187.83,765.22,422.61
TRX-11412,2026-04-11,Latin America,Accessories,2,48.35,96.7,38.35,58.35
TRX-11413,2025-03-30,Europe,Smartphone,6,820.95,4925.71,2885.11,2040.59
TRX-11414,2025-09-25,Asia Pacific,Smartphone,13,821.88,10684.41,6639.87,4044.54
TRX-11415,2026-10-17,North America,Laptop,13,1245.01,16185.19,9957.77,6227.41
TRX-11416,2026-07-25,Asia Pacific,Tablet,8,381.06,3048.51,2083.44,965.08
TRX-11417,2026-05-04,Europe,Laptop,8,1207.44,9659.5,6554.59,3104.92
TRX-11418,2026-06-22,North America,Smartphone,1,777.14,777.14,491.77,285.37
TRX-11419,2025-02-16,Latin America,Smartphone,11,787.27,8659.98,5424.62,3235.36
TRX-11420,2025-10-15,Latin America,Monitor,9,308.55,2776.94,1801.17,975.77
TRX-11421,2025-01-16,Europe,Accessories,11,48.46,533.06,216.94,316.12
TRX-11422,2026-12-12,North America,Smartphone,8,811.07,6488.54,4113.39,2375.15
TRX-11423,2026-02-05,Asia Pacific,Laptop,9,1218.55,10966.93,7541.81,3425.12
TRX-11424,2025-03-27,North America,Laptop,13,1254.49,16308.39,10487.9,5820.48
TRX-11425,2025-09-07,Latin America,Accessories,14,51.38,719.26,278.49,440.77
TRX-11426,2026-01-26,North America,Accessories,13,51.52,669.74,252.79,416.94
TRX-11427,2025-12-01,North America,Monitor,9,300.95,2708.53,1827.62,880.91
TRX-11428,2026-09-21,Latin America,Tablet,11,387.47,4262.18,2801.03,1461.15
TRX-11429,2026-06-03,Latin America,Laptop,12,1191.07,14292.81,9777.78,4515.03
TRX-11430,2025-05-17,Asia Pacific,Accessories,6,50.25,301.48,114.32,187.16
TRX-11431,2026-11-19,North America,Laptop,3,1221.41,3664.23,2495.79,1168.44
TRX-11432,2026-05-13,Latin America,Accessories,1,50.54,50.54,19.68,30.86
TRX-11433,2026-12-28,Europe,Smartphone,11,791.52,8706.7,5634.29,3072.41
TRX-11434,2026-04-22,Latin America,Laptop,8,1171.84,9374.7,6566.28,2808.42
TRX-11435,2026-08-17,Asia Pacific,Smartphone,10,773.46,7734.58,5075.28,2659.31
TRX-11436,2025-08-11,Asia Pacific,Laptop,3,1223.26,3669.78,2374.77,1295.02
TRX-11437,2026-01-07,Europe,Tablet,13,405.82,5275.61,3285.22,1990.38
TRX-11438,2026-02-06,Asia Pacific,Monitor,7,305.62,2139.35,1335.63,803.72
TRX-11439,2026-03-19,,Smartphone,13,789.8,10267.43,6670.23,3597.2
TRX-11440,2026-05-05,Asia Pacific,Accessories,10,48.81,488.12,191.99,296.13
TRX-11441,2026-09-07,Europe,Tablet,6,410.39,2462.33,1484.51,977.82
TRX-11442,2025-09-30,Asia Pacific,Laptop,3,1232.84,3698.51,2304.87,1393.64
TRX-11443,2026-06-10,Europe,Smartphone,6,796.45,4778.7,3101.12,1677.57
TRX-11444,2025-06-08,Asia Pacific,Laptop,12,1213.43,14561.14,9648.29,4912.85
TRX-11445,2025-06-01,Latin America,Laptop,3,1184.82,3554.47,2445.83,1108.64
TRX-11446,2026-09-12,Europe,Laptop,13,1224.23,15915.04,10589.89,5325.15
TRX-11447,2025-07-07,Asia Pacific,Monitor,13,310.07,4030.93,2688.82,1342.11
TRX-11448,2025-04-08,North America,Monitor,14,305.65,4279.06,2697.12,1581.94
TRX-11449,2025-05-11,Europe,Accessories,9,50.06,450.57,182.88,267.69
TRX-11450,2025-06-20,Europe,Smartphone,13,796.69,10357.0,6548.84,3808.17
TRX-11451,2025-07-02,Asia Pacific,Tablet,1,405.69,405.69,238.27,167.42
TRX-11452,2025-12-30,Latin America,Tablet,13,407.19,5293.5,3152.96,2140.54
TRX-11453,2025-02-08,Latin America,Tablet,8,402.35,3218.79,1953.51,1265.28
TRX-11454,2026-06-11,Asia Pacific,Laptop,5,1214.99,6074.97,3829.02,2245.94
TRX-11455,2026-05-12,Asia Pacific,Monitor,4,287.9,1151.59,788.38,363.21
TRX-11456,2026-05-31,North America,Smartphone,1,836.14,836.14,476.36,359.78
TRX-11457,2025-12-15,Asia Pacific,Laptop,9,1234.89,11114.03,7238.29,3875.74
TRX-11458,2026-02-01,Europe,Monitor,13,296.22,3850.83,2524.99,1325.84
TRX-11459,2026-12-23,Asia Pacific,Monitor,9,301.88,2716.96,1761.66,955.3
TRX-11460,2025-06-10,North America,Smartphone,13,763.79,9929.22,6766.81,3162.41
TRX-11461,2025-01-16,Asia Pacific,Smartphone,5,763.3,3816.49,2500.7,1315.79
TRX-11462,2026-05-08,Asia Pacific,Smartphone,14,780.06,10920.89,,4082.58
TRX-11463,2026-03-02,Europe,Laptop,11,1222.76,13450.41,8886.65,4563.76
TRX-11464,2025-04-18,Latin America,Accessories,9,51.76,465.85,174.63,291.22
TRX-11465,2026-03-26,Asia Pacific,Smartphone,10,804.73,8047.35,4787.2,3260.15
TRX-11466,2025-11-07,North America,Accessories,14,50.16,702.25,266.59,435.66
TRX-11467,2025-06-19,Asia Pacific,Laptop,9,1188.28,10694.49,7525.1,3169.39
TRX-11468,2026-06-30,Asia Pacific,Accessories,7,48.31,338.16,143.14,195.01
TRX-11469,2026-02-18,Europe,Tablet,8,384.73,3077.87,2059.99,1017.88
TRX-11470,2025-09-08,Latin America,Accessories,1,51.3,51.3,20.96,30.34
TRX-11471,2025-05-21,Latin America,Smartphone,4,834.2,3336.8,2086.33,1250.48
TRX-11472,2025-10-01,Latin America,Laptop,10,1194.99,11949.94,8189.53,3760.41
TRX-11473,2026-02-20,Asia Pacific,Smartphone,10,812.76,8127.56,5096.99,3030.56
TRX-11474,2026-08-31,Europe,Tablet,4,416.58,1666.31,983.68,682.63
TRX-11475,2025-02-08,Europe,Smartphone,12,767.21,9206.51,5762.41,3444.1
TRX-11476,2025-01-29,Asia Pacific,Smartphone,9,821.64,7394.75,4533.18,2861.57
TRX-11477,2026-04-22,Europe,Smartphone,3,809.35,2428.04,1511.44,916.6
TRX-11478,2025-11-14,Latin America,Monitor,12,302.96,3635.51,2508.54,1126.97
TRX-11479,2025-09-02,Europe,Tablet,10,391.7,3917.02,2485.64,1431.37
TRX-11480,2026-11-28,Asia Pacific,Smartphone,10,814.71,8147.11,5095.4,3051.71
TRX-11481,2025-09-29,Asia Pacific,Smartphone,1,823.58,823.58,503.75,319.84
TRX-11482,2026-03-16,North America,Smartphone,11,769.03,8459.32,5322.22,3137.1
TRX-11483,2025-08-27,North America,Laptop,5,1204.02,6020.11,4036.83,1983.29
TRX-11484,2026-01-12,Europe,Monitor,7,288.04,2016.27,1405.62,610.65
TRX-11485,2025-09-23,Europe,Laptop,12,1244.71,14936.51,9594.15,5342.36
TRX-11486,2025-12-25,Asia Pacific,Monitor,4,300.23,1200.92,801.07,399.84
TRX-11487,2025-12-06,North America,Smartphone,9,824.64,7421.74,4348.79,3072.94
TRX-11488,2026-01-24,North America,Tablet,6,394.72,2368.34,1494.52,873.82
TRX-11489,2026-07-31,Latin America,Accessories,6,48.13,288.75,121.27,167.48
TRX-11490,2026-11-20,Latin America,Accessories,3,47.71,143.12,59.94,83.19
TRX-11491,2025-01-03,Asia Pacific,Smartphone,10,782.52,7825.21,4994.34,2830.86
TRX-11492,2026-03-05,Asia Pacific,Laptop,10,1169.31,11693.08,7662.01,4031.07
TRX-11493,2025-05-22,Asia Pacific,Tablet,5,402.41,2012.07,1211.35,800.72
TRX-11494,2026-01-11,Asia Pacific,Monitor,10,285.65,2856.52,1964.19,892.33
TRX-11495,2026-11-01,North America,Smartphone,6,801.65,4809.87,2975.8,1834.07
TRX-11496,2025-11-20,Asia Pacific,Tablet,14,395.67,5539.39,3532.88,2006.51
TRX-11497,2025-05-26,Asia Pacific,Tablet,4,403.08,1612.34,1036.33,576.01
TRX-11498,2025-10-20,North America,Monitor,13,306.07,3978.94,2511.38,1467.56
TRX-11499,2026-10-27,Latin America,Tablet,3,405.36,1216.09,713.63,502.46
TRX-11500,2026-03-08,Asia Pacific,Laptop,5,1258.16,6290.79,3979.69,2311.09
TRX-11501,2026-12-06,Latin America,Laptop,7,1156.59,8096.14,5561.98,2534.17
TRX-11502,2026-08-08,North America,Laptop,11,1191.57,13107.25,8845.67,4261.58
TRX-11503,2026-02-03,Latin America,Tablet,6,396.99,2381.96,1549.98,831.98
TRX-11504,2025-12-10,North America,Laptop,2,1190.05,2380.09,1648.38,731.72
TRX-11505,2025-05-20,Asia Pacific,Monitor,1,304.91,304.91,192.0,112.91
TRX-11506,2025-07-06,Latin America,Tablet,5,399.59,1997.97,1304.25,693.72
TRX-11507,2025-03-02,Asia Pacific,Accessories,5,50.09,250.44,96.1,154.33
TRX-11508,2026-01-15,Europe,Tablet,12,397.29,4767.53,3040.37,1727.16
TRX-11509,2026-12-11,Europe,Monitor,12,314.75,3777.01,2441.38,1335.63
TRX-11510,2026-03-16,Latin America,Accessories,6,52.14,312.83,122.16,190.67
TRX-11511,2025-11-15,North America,Tablet,3,392.31,1176.93,732.4,444.53
TRX-11512,2025-10-29,Latin America,Laptop,1,1153.39,1153.39,786.43,366.96
TRX-11513,2025-12-10,North America,Smartphone,4,827.18,3308.72,2009.74,1298.99
TRX-11514,2025-01-11,Europe,Smartphone,4,839.77,3359.09,1939.92,1419.18
TRX-11515,2025-03-03,North America,Laptop,10,1175.11,11751.13,7616.25,4134.88
TRX-11516,2025-08-14,Europe,Smartphone,2,788.62,1577.25,1006.21,571.03
TRX-11517,2025-06-02,Latin America,Smartphone,14,835.33,11694.63,6975.7,4718.93
TRX-11518,2026-12-12,Asia Pacific,Laptop,8,1225.34,9802.68,6500.31,3302.38
TRX-11519,2026-07-18,Asia Pacific,Laptop,6,1175.48,7052.86,4630.42,2422.44
TRX-11520,2026-07-25,Asia Pacific,Tablet,12,403.24,4838.9,3102.28,1736.62
TRX-11521,2026-08-07,North America,Tablet,3,417.77,1253.31,723.47,529.84
TRX-11522,2026-10-22,Asia Pacific,Laptop,1,1237.42,1237.42,831.31,406.11
TRX-11523,2026-07-29,North America,Monitor,12,307.25,3687.06,2387.89,1299.17
TRX-11524,2025-11-06,Asia Pacific,Smartphone,11,818.96,9008.56,5527.39,3481.16
TRX-11525,2025-08-31,North America,Tablet,3,387.12,1161.36,779.74,381.62
TRX-11526,2026-05-08,North America,Smartphone,8,825.97,6607.8,3919.97,2687.83
TRX-11527,2026-01-01,Europe,Accessories,4,48.88,195.52,77.45,118.07
TRX-11528,2025-11-26,Europe,Laptop,3,1251.64,3754.93,2386.98,1367.95
TRX-11529,2025-04-17,Latin America,Monitor,13,295.94,3847.21,2533.54,1313.67
TRX-11530,2025-08-14,Europe,Accessories,11,51.79,569.67,220.61,349.06
TRX-11531,2025-08-06,North America,Accessories,4,48.83,195.32,78.2,117.12
TRX-11532,2026-05-21,Europe,Accessories,11,50.07,550.8,228.02,322.78
TRX-11533,2025-09-16,Europe,Laptop,4,1152.83,4611.3,3234.34,1376.96
TRX-11534,2026-06-01,Europe,Tablet,2,406.4,812.81,475.01,337.8
TRX-11535,2025-02-23,North America,Laptop,4,1240.33,4961.32,3297.75,1663.57
TRX-11536,2025-02-16,North America,Tablet,11,408.74,4496.12,2703.31,1792.81
TRX-11537,2026-12-28,Latin America,Accessories,12,50.12,601.4,235.68,365.71
TRX-11538,2026-11-20,Europe,Accessories,9,47.73,429.53,177.9,251.64
TRX-11539,2026-06-05,Europe,Monitor,4,313.0,1252.01,810.42,441.59
TRX-11540,2025-04-09,North America,Tablet,12,408.22,4898.63,2982.62,1916.02
TRX-11541,2025-01-20,Latin America,Accessories,1,51.23,51.23,20.26,30.97
TRX-11542,2026-07-27,Latin America,Smartphone,1,823.57,823.57,482.34,341.24
TRX-11543,2026-05-05,North America,Monitor,1,307.43,307.43,209.4,98.03
TRX-11544,2026-02-23,Europe,Laptop,14,1192.93,16701.08,11457.16,5243.92
TRX-11545,2026-11-21,Latin America,Monitor,5,307.01,1535.04,975.02,560.02
TRX-11546,2025-03-03,Latin America,Smartphone,6,810.0,4860.01,3067.25,1792.76
TRX-11547,2025-05-25,Europe,Tablet,12,414.16,4969.93,3022.51,1947.42
TRX-11548,2025-08-04,Latin America,Laptop,6,1236.3,7417.77,4612.41,2805.36
TRX-11549,2025-01-03,Europe,Laptop,6,1144.96,6869.79,4645.53,2224.26
TRX-11550,2025-06-09,Latin America,Tablet,9,395.16,3556.4,2146.79,1409.61
TRX-11551,2025-04-30,Latin America,Monitor,1,286.04,286.04,206.18,79.86
TRX-11552,2025-03-30,North America,Accessories,10,48.01,480.1,201.03,279.07
TRX-11553,2025-11-25,Latin America,Monitor,6,303.04,1818.25,1178.01,640.24
TRX-11554,2026-08-03,Europe,Smartphone,13,829.91,10788.77,6257.12,4531.65
TRX-11555,2025-12-23,Latin America,Accessories,8,48.1,384.79,159.74,225.05
